senario,Number_of_EVs,EV,Arrival,Depart,Type,BatteryCapacity,Distance,Demand,alloc_charger,delay
1573,45,44,11.0,16.0,small,16,40.43950103604012,15.0,8,0
1573,45,45,8.0,18.0,truck,70,39.70838734793831,32.0,19,0
1574,45,1,10.0,16.0,suv,54,30.326169402190402,17.0,19,0
1574,45,2,10.0,17.0,truck,70,42.478831940411496,35.0,19,0
1574,45,3,11.0,16.0,truck,70,55.6211698841752,45.0,19,0
1574,45,4,6.0,16.0,sedan,24,24.823358515835913,11.0,19,0
1574,45,5,7.0,17.0,small,16,68.53504598695322,16,8,0
1574,45,6,10.0,17.0,truck,70,31.56404673505692,26.0,19,0
1574,45,7,9.0,16.0,suv,54,59.43541172690424,34.0,19,0
1574,45,8,4.0,16.0,sedan,24,48.598441445129076,21.0,8,0
1574,45,9,10.0,17.0,suv,54,45.98657801311383,26.0,19,0
1574,45,10,6.0,17.0,suv,54,13.822981232751378,8.0,8,0
1574,45,11,10.0,16.0,suv,54,35.49125953080861,20.0,19,0
1574,45,12,6.0,16.0,truck,70,46.06809677662447,38.0,19,0
1574,45,13,8.0,17.0,truck,70,26.634563518507854,22.0,8,0
1574,45,14,11.0,16.0,sedan,24,18.211970608689548,8.0,8,0
1574,45,15,9.0,16.0,suv,54,41.498951546822845,24.0,8,0
1574,45,16,7.0,16.0,suv,54,48.69931218854999,28.0,19,0
1574,45,17,10.0,16.0,small,16,32.99962015923491,13.0,8,0
1574,45,18,8.0,16.0,truck,70,51.904817889420016,42.0,19,0
1574,45,19,5.0,16.0,suv,54,45.591163623489194,26.0,19,0
1574,45,20,5.0,17.0,suv,54,32.76630518271185,19.0,19,0
1574,45,21,9.0,16.0,small,16,40.643809110001364,15.0,8,0
1574,45,22,8.0,16.0,truck,70,31.7140880401566,26.0,19,0
1574,45,23,9.0,16.0,sedan,24,30.796661220135455,13.0,19,0
1574,45,24,9.0,16.0,suv,54,27.48276423017809,16.0,19,0
1574,45,25,10.0,16.0,suv,54,40.89492644866285,23.0,8,0
1574,45,26,10.0,17.0,suv,54,27.65948468567352,16.0,8,0
1574,45,27,10.0,16.0,small,16,36.22748961156727,14.0,8,0
1574,45,28,11.0,16.0,suv,54,33.777130319632114,19.0,19,0
1574,45,29,9.0,16.0,sedan,24,27.384204121844306,12.0,8,0
1574,45,30,10.0,18.0,sedan,24,46.53421574485574,20.0,8,0
1574,45,31,7.0,16.0,truck,70,11.680636756767683,10.0,19,0
1574,45,32,8.0,16.0,small,16,44.708542939564154,16,8,0
1574,45,33,9.0,17.0,sedan,24,48.751384302281,21.0,8,0
1574,45,34,10.0,16.0,truck,70,33.19236960582136,27.0,19,0
1574,45,35,8.0,16.0,truck,70,63.540100684977816,52.0,19,0
1574,45,36,6.0,16.0,sedan,24,40.77149494470313,17.0,19,0
1574,45,37,8.0,16.0,truck,70,17.098095211921496,14.0,19,0
1574,45,38,5.0,16.0,sedan,24,40.572421169075604,17.0,19,0
1574,45,39,7.0,16.0,suv,54,34.05250107106078,20.0,8,0
1574,45,40,12.0,16.0,small,16,43.10774581073853,16,8,0
1574,45,41,6.0,16.0,sedan,24,49.34689485242824,21.0,8,0
1574,45,42,9.0,17.0,truck,70,21.193105174883602,17.0,19,0
1574,45,43,7.0,17.0,truck,70,53.55438898473565,44.0,19,0
1574,45,44,7.0,17.0,small,16,51.83088155943048,16,8,0
1574,45,45,7.0,16.0,truck,70,36.292005862208065,30.0,19,0
1575,45,1,10.0,16.0,suv,54,45.40320016832002,26.0,19,0
1575,45,2,6.0,16.0,small,16,54.47494100697166,16,8,0
1575,45,3,8.0,16.0,suv,54,18.571195589280734,11.0,19,0
1575,45,4,13.0,17.0,sedan,24,61.322415303485876,24,19,0
1575,45,5,10.0,16.0,suv,54,43.16776601158391,25.0,19,0
1575,45,6,5.0,16.0,small,16,43.11123895844062,16,8,0
1575,45,7,9.0,16.0,truck,70,37.688661743511915,31.0,19,0
1575,45,8,13.0,17.0,suv,54,58.92552159281572,34.0,19,0
1575,45,9,7.0,16.0,sedan,24,36.09240752886201,15.0,19,0
1575,45,10,5.0,16.0,sedan,24,71.88800642263304,24,19,0
1575,45,11,8.0,17.0,suv,54,31.511287639615052,18.0,19,0
1575,45,12,6.0,16.0,small,16,29.700355482039484,11.0,8,0
1575,45,13,9.0,17.0,truck,70,18.816895961495597,15.0,19,0
1575,45,14,5.0,17.0,small,16,34.59214631492533,13.0,19,0
1575,45,15,5.0,17.0,suv,54,39.24789983112684,23.0,19,0
1575,45,16,3.0,16.0,sedan,24,52.790270335152755,23.0,19,0
1575,45,17,7.0,16.0,small,16,49.16612195317551,16,8,0
1575,45,18,10.0,16.0,sedan,24,14.73919763040061,6.0,8,0
1575,45,19,11.0,16.0,truck,70,40.83665057956213,33.0,19,0
1575,45,20,9.0,16.0,sedan,24,33.906249025844375,15.0,19,0
1575,45,21,5.0,16.0,sedan,24,24.74650184362708,11.0,19,0
1575,45,22,10.0,16.0,small,16,66.19215804831968,16,8,0
1575,45,23,14.0,16.0,small,16,51.940204083440975,16,8,0
1575,45,24,10.0,16.0,small,16,31.585605443481338,12.0,8,0
1575,45,25,4.0,17.0,suv,54,53.23550731527174,31.0,19,0
1575,45,26,9.0,16.0,truck,70,34.600493498514865,28.0,19,0
1575,45,27,12.0,16.0,small,16,53.177154963909295,16,8,0
1575,45,28,11.0,16.0,suv,54,69.92491334033893,40.0,19,0
1575,45,29,8.0,17.0,small,16,49.250443332315605,16,8,0
1575,45,30,10.0,16.0,sedan,24,49.01641378037772,21.0,19,0
1575,45,31,9.0,16.0,suv,54,60.992437647578214,35.0,19,0
1575,45,32,9.0,16.0,suv,54,57.6511085077521,33.0,19,0
1575,45,33,11.0,16.0,small,16,42.739049160835606,16,8,0
1575,45,34,10.0,17.0,small,16,51.42435768079357,16,8,0
1575,45,35,4.0,17.0,small,16,49.30058999387073,16,8,0
1575,45,36,8.0,16.0,suv,54,42.930192571979305,25.0,19,0
1575,45,37,7.0,16.0,suv,54,64.52212271759996,37.0,19,0
1575,45,38,7.0,16.0,small,16,30.73129671649913,12.0,19,0
1575,45,39,12.0,18.0,sedan,24,31.663095792425757,14.0,19,0
1575,45,40,4.0,18.0,small,16,30.9805166883395,12.0,8,0
1575,45,41,9.0,16.0,truck,70,47.30020046942688,39.0,19,0
1575,45,42,8.0,16.0,truck,70,36.64304490873724,30.0,19,0
1575,45,43,8.0,17.0,sedan,24,28.009992402556815,12.0,19,0
1575,45,44,9.0,16.0,truck,70,49.78784268990468,41.0,19,0
1575,45,45,8.0,16.0,suv,54,52.2566904320093,30.0,19,0
1576,45,1,9.0,17.0,suv,54,52.37048259590224,30.0,19,0
1576,45,2,3.0,16.0,sedan,24,34.8114028422847,15.0,4,0
1576,45,3,7.0,16.0,suv,54,6.681920609738398,4.0,4,0
1576,45,4,9.0,16.0,truck,70,39.87057190330429,33.0,19,0
1576,45,5,9.0,16.0,truck,70,40.90654859700291,33.0,19,0
1576,45,6,13.0,16.0,suv,54,51.21175606708266,29.0,19,0
1576,45,7,10.0,17.0,suv,54,15.418506440047029,9.0,19,0
1576,45,8,10.0,17.0,truck,70,41.721522121837296,34.0,19,0
1576,45,9,8.0,16.0,suv,54,40.403621985404136,23.0,19,0
1576,45,10,10.0,17.0,small,16,22.83645730671491,9.0,4,0
1576,45,11,11.0,16.0,small,16,45.839291152671336,16,8,0
1576,45,12,8.0,18.0,small,16,32.71452376704696,12.0,19,0
1576,45,13,9.0,17.0,suv,54,62.36049364426293,36.0,19,0
1576,45,14,7.0,17.0,sedan,24,45.507687873312385,20.0,19,0
1576,45,15,7.0,17.0,suv,54,22.25819520068821,13.0,19,0
1576,45,16,13.0,18.0,sedan,24,12.005526379051819,5.0,19,0
1576,45,17,9.0,16.0,sedan,24,31.507509467787724,14.0,19,0
1576,45,18,8.0,18.0,suv,54,33.51631637947591,19.0,19,0
1576,45,19,9.0,16.0,truck,70,33.864644985318115,28.0,19,0
1576,45,20,6.0,16.0,small,16,30.604124787294868,12.0,4,0
1576,45,21,9.0,17.0,small,16,55.27126815486954,16,8,0
1576,45,22,10.0,16.0,small,16,29.3169027367669,11.0,4,0
1576,45,23,8.0,18.0,sedan,24,57.13780942456914,24,19,0
1576,45,24,6.0,17.0,suv,54,41.997826267445106,24.0,19,0
1576,45,25,10.0,17.0,small,16,42.045788127335,16.0,8,0
1576,45,26,8.0,16.0,small,16,54.91208396450107,16,8,0
1576,45,27,6.0,16.0,suv,54,40.459073258655096,23.0,19,0
1576,45,28,8.0,16.0,truck,70,38.619099956583504,32.0,19,0
1576,45,29,8.0,16.0,truck,70,15.546339816873648,13.0,19,0
1576,45,30,9.0,16.0,truck,70,35.91889813743062,29.0,19,0
1576,45,31,7.0,16.0,sedan,24,59.8062993364095,24,19,0
1576,45,32,8.0,16.0,small,16,73.20570903223367,16,8,0
1576,45,33,14.0,17.0,suv,54,36.82684338339547,21.0,19,0
1576,45,34,11.0,16.0,small,16,26.74229503357678,10.0,8,0
1576,45,35,8.0,17.0,sedan,24,62.542527066584526,24,8,0
1576,45,36,8.0,16.0,truck,70,50.90288782425067,42.0,19,0
1576,45,37,7.0,16.0,sedan,24,54.3700328792155,23.0,19,0
1576,45,38,8.0,17.0,sedan,24,49.20479450998295,21.0,19,0
1576,45,39,10.0,17.0,sedan,24,55.61480903830435,24.0,19,0
1576,45,40,12.0,17.0,truck,70,39.55871749999448,32.0,19,0
1576,45,41,7.0,16.0,truck,70,62.845956828123356,51.0,19,0
1576,45,42,8.0,16.0,small,16,41.14981222480761,16.0,8,0
1576,45,43,9.0,16.0,suv,54,15.891313091631059,9.0,19,0
1576,45,44,9.0,16.0,truck,70,21.246726045299702,17.0,19,0
1576,45,45,7.0,16.0,small,16,41.167660547586756,16.0,8,0
1577,45,1,4.0,17.0,truck,70,39.08537907059339,32.0,19,0
1577,45,2,9.0,16.0,truck,70,36.395936708430085,30.0,19,0
1577,45,3,6.0,17.0,sedan,24,42.25816587099622,18.0,19,0
1577,45,4,12.0,16.0,sedan,24,61.89462001399866,24,19,0
1577,45,5,12.0,17.0,suv,54,41.82358675388758,24.0,19,0
1577,45,6,10.0,17.0,suv,54,56.29561033673356,32.0,19,0
1577,45,7,9.0,16.0,truck,70,45.62058544576468,37.0,19,0
1577,45,8,12.0,16.0,suv,54,55.363464996916136,32.0,19,0
1577,45,9,9.0,18.0,small,16,30.8059053057528,12.0,8,0
1577,45,10,5.0,17.0,truck,70,17.242869745212108,14.0,19,0
1577,45,11,11.0,17.0,small,16,38.71161296427388,15.0,8,0
1577,45,12,7.0,17.0,suv,54,28.120227754566354,16.0,19,0
1577,45,13,11.0,17.0,truck,70,41.70743038728661,34.0,19,0
1577,45,14,7.0,16.0,small,16,40.171484154697986,15.0,8,0
1577,45,15,12.0,16.0,suv,54,37.66652474994839,22.0,19,0
1577,45,16,10.0,16.0,truck,70,49.259741639295044,40.0,8,0
1577,45,17,8.0,17.0,truck,70,39.39423899774811,32.0,19,0
1577,45,18,9.0,16.0,small,16,37.966083224624924,14.0,8,0
1577,45,19,7.0,16.0,sedan,24,41.900019635090146,18.0,19,0
1577,45,20,11.0,16.0,truck,70,30.838850115054207,25.0,19,0
1577,45,21,6.0,18.0,sedan,24,55.01759909312825,24.0,19,0
1577,45,22,9.0,16.0,sedan,24,12.876927532320241,6.0,8,0
1577,45,23,6.0,16.0,suv,54,40.48748441348769,23.0,19,0
1577,45,24,7.0,16.0,small,16,42.88944892399865,16,8,0
1577,45,25,13.0,16.0,sedan,24,45.779287363032,20.0,19,0
1577,45,26,10.0,17.0,sedan,24,31.282649991550212,13.0,19,0
1577,45,27,7.0,16.0,sedan,24,33.27858386194621,14.0,19,0
1577,45,28,7.0,16.0,sedan,24,42.313490791363535,18.0,19,0
1577,45,29,11.0,16.0,sedan,24,30.99085364007887,13.0,19,0
1577,45,30,4.0,17.0,suv,54,26.771267616125684,15.0,19,0
1577,45,31,6.0,16.0,small,16,20.013627296006963,8.0,19,0
1577,45,32,8.0,16.0,small,16,19.532271890644484,7.0,8,0
1577,45,33,6.0,18.0,small,16,42.92626533915606,16,8,0
1577,45,34,10.0,16.0,suv,54,61.42388460413801,35.0,19,0
1577,45,35,12.0,16.0,truck,70,33.896036616610374,28.0,19,0
1577,45,36,13.0,18.0,sedan,24,7.458611858267744,3.0,19,0
1577,45,37,6.0,16.0,small,16,55.568011689171826,16,8,0
1577,45,38,8.0,17.0,sedan,24,33.6772037539001,14.0,19,0
1577,45,39,8.0,17.0,sedan,24,16.93166294259186,7.0,19,0
1577,45,40,9.0,17.0,truck,70,30.543533622188843,25.0,19,0
1577,45,41,14.0,17.0,small,16,31.056218584140964,12.0,19,0
1577,45,42,13.0,16.0,small,16,67.36392221962501,16,8,0
1577,45,43,8.0,18.0,truck,70,56.747369579402545,46.0,19,0
1577,45,44,10.0,17.0,truck,70,45.972413282633525,38.0,19,0
1577,45,45,10.0,16.0,truck,70,23.642598187701847,19.0,19,0
1578,45,1,8.0,16.0,suv,54,52.21203509664856,30.0,19,0
1578,45,2,13.0,18.0,suv,54,24.524463905437393,14.0,19,0
1578,45,3,12.0,16.0,suv,54,52.37154210714997,30.0,19,0
1578,45,4,8.0,17.0,suv,54,52.378110207875196,30.0,19,0
1578,45,5,7.0,17.0,suv,54,48.63282412285372,28.0,8,0
1578,45,6,6.0,16.0,sedan,24,34.03340577045383,15.0,19,0
1578,45,7,10.0,18.0,truck,70,35.67280371200098,29.0,19,0
1578,45,8,10.0,17.0,small,16,39.27178905229737,15.0,8,0
1578,45,9,8.0,16.0,small,16,39.215304875705215,15.0,8,0
1578,45,10,7.0,16.0,suv,54,67.88308442741673,39.0,19,0
1578,45,11,10.0,16.0,small,16,33.11391258801346,13.0,8,0
1578,45,12,5.0,16.0,small,16,36.446428501613724,14.0,8,0
1578,45,13,7.0,16.0,suv,54,24.952863207050765,14.0,19,0
1578,45,14,10.0,16.0,small,16,45.07942874877128,16,8,0
1578,45,15,10.0,16.0,sedan,24,29.797361542943985,13.0,19,0
1578,45,16,8.0,17.0,suv,54,31.056648369174326,18.0,19,0
1578,45,17,9.0,16.0,suv,54,46.35697852203461,27.0,19,0
1578,45,18,10.0,17.0,suv,54,39.22120957722796,23.0,19,0
1578,45,19,10.0,17.0,small,16,35.7759263542367,14.0,8,0
1578,45,20,8.0,16.0,sedan,24,23.963039520442113,10.0,19,0
1578,45,21,8.0,17.0,suv,54,29.683837407858444,17.0,19,0
1578,45,22,8.0,17.0,suv,54,42.68654353133385,25.0,19,0
1578,45,23,9.0,17.0,suv,54,36.43518577120587,21.0,8,0
1578,45,24,11.0,16.0,truck,70,35.4920219645495,29.0,19,0
1578,45,25,4.0,16.0,small,16,29.51395497767105,11.0,8,0
1578,45,26,12.0,16.0,small,16,48.66113387458606,16,8,0
1578,45,27,6.0,16.0,truck,70,47.52423776486267,39.0,19,0
1578,45,28,8.0,17.0,suv,54,32.463122966268514,19.0,19,0
1578,45,29,9.0,16.0,small,16,49.63064237134007,16,8,0
1578,45,30,7.0,16.0,truck,70,62.87802964904767,51.0,19,0
1578,45,31,10.0,17.0,small,16,42.288752759940635,16,8,0
1578,45,32,5.0,16.0,sedan,24,39.48485889884499,17.0,19,0
1578,45,33,5.0,17.0,sedan,24,32.64609747604493,14.0,19,0
1578,45,34,10.0,16.0,truck,70,46.85810489327816,38.0,19,0
1578,45,35,9.0,16.0,truck,70,55.14813313251419,45.0,19,0
1578,45,36,7.0,18.0,sedan,24,24.57345621175117,11.0,19,0
1578,45,37,7.0,16.0,small,16,70.89380907582307,16,8,0
1578,45,38,3.0,17.0,small,16,67.26164852231958,16,8,0
1578,45,39,6.0,16.0,truck,70,66.08829177513326,54.0,19,0
1578,45,40,14.0,16.0,suv,54,48.063650147956324,28.0,19,0
1578,45,41,6.0,16.0,small,16,51.36012927045778,16,8,0
1578,45,42,7.0,16.0,truck,70,21.090401522661036,17.0,19,0
1578,45,43,9.0,16.0,truck,70,29.55018883258367,24.0,19,0
1578,45,44,11.0,16.0,small,16,40.43950103604012,15.0,8,0
1578,45,45,8.0,18.0,truck,70,39.70838734793831,32.0,19,0
1579,45,1,10.0,16.0,suv,54,30.326169402190402,17.0,19,0
1579,45,2,10.0,17.0,truck,70,42.478831940411496,35.0,19,0
1579,45,3,11.0,16.0,truck,70,55.6211698841752,45.0,19,0
1579,45,4,6.0,16.0,sedan,24,24.823358515835913,11.0,19,0
1579,45,5,7.0,17.0,small,16,68.53504598695322,16,8,0
1579,45,6,10.0,17.0,truck,70,31.56404673505692,26.0,19,0
1579,45,7,9.0,16.0,suv,54,59.43541172690424,34.0,19,0
1579,45,8,4.0,16.0,sedan,24,48.598441445129076,21.0,8,0
1579,45,9,10.0,17.0,suv,54,45.98657801311383,26.0,19,0
1579,45,10,6.0,17.0,suv,54,13.822981232751378,8.0,8,0
1579,45,11,10.0,16.0,suv,54,35.49125953080861,20.0,19,0
1579,45,12,6.0,16.0,truck,70,46.06809677662447,38.0,19,0
1579,45,13,8.0,17.0,truck,70,26.634563518507854,22.0,8,0
1579,45,14,11.0,16.0,sedan,24,18.211970608689548,8.0,8,0
1579,45,15,9.0,16.0,suv,54,41.498951546822845,24.0,8,0
1579,45,16,7.0,16.0,suv,54,48.69931218854999,28.0,19,0
1579,45,17,10.0,16.0,small,16,32.99962015923491,13.0,8,0
1579,45,18,8.0,16.0,truck,70,51.904817889420016,42.0,19,0
1579,45,19,5.0,16.0,suv,54,45.591163623489194,26.0,19,0
1579,45,20,5.0,17.0,suv,54,32.76630518271185,19.0,19,0
1579,45,21,9.0,16.0,small,16,40.643809110001364,15.0,8,0
1579,45,22,8.0,16.0,truck,70,31.7140880401566,26.0,19,0
1579,45,23,9.0,16.0,sedan,24,30.796661220135455,13.0,19,0
1579,45,24,9.0,16.0,suv,54,27.48276423017809,16.0,19,0
1579,45,25,10.0,16.0,suv,54,40.89492644866285,23.0,8,0
1579,45,26,10.0,17.0,suv,54,27.65948468567352,16.0,8,0
1579,45,27,10.0,16.0,small,16,36.22748961156727,14.0,8,0
1579,45,28,11.0,16.0,suv,54,33.777130319632114,19.0,19,0
1579,45,29,9.0,16.0,sedan,24,27.384204121844306,12.0,8,0
1579,45,30,10.0,18.0,sedan,24,46.53421574485574,20.0,8,0
1579,45,31,7.0,16.0,truck,70,11.680636756767683,10.0,19,0
1579,45,32,8.0,16.0,small,16,44.708542939564154,16,8,0
1579,45,33,9.0,17.0,sedan,24,48.751384302281,21.0,8,0
1579,45,34,10.0,16.0,truck,70,33.19236960582136,27.0,19,0
1579,45,35,8.0,16.0,truck,70,63.540100684977816,52.0,19,0
1579,45,36,6.0,16.0,sedan,24,40.77149494470313,17.0,19,0
1579,45,37,8.0,16.0,truck,70,17.098095211921496,14.0,19,0
1579,45,38,5.0,16.0,sedan,24,40.572421169075604,17.0,19,0
1579,45,39,7.0,16.0,suv,54,34.05250107106078,20.0,8,0
1579,45,40,12.0,16.0,small,16,43.10774581073853,16,8,0
1579,45,41,6.0,16.0,sedan,24,49.34689485242824,21.0,8,0
1579,45,42,9.0,17.0,truck,70,21.193105174883602,17.0,19,0
1579,45,43,7.0,17.0,truck,70,53.55438898473565,44.0,19,0
1579,45,44,7.0,17.0,small,16,51.83088155943048,16,8,0
1579,45,45,7.0,16.0,truck,70,36.292005862208065,30.0,19,0
1580,45,1,10.0,16.0,suv,54,45.40320016832002,26.0,19,0
1580,45,2,6.0,16.0,small,16,54.47494100697166,16,8,0
1580,45,3,8.0,16.0,suv,54,18.571195589280734,11.0,19,0
1580,45,4,13.0,17.0,sedan,24,61.322415303485876,24,19,0
1580,45,5,10.0,16.0,suv,54,43.16776601158391,25.0,19,0
1580,45,6,5.0,16.0,small,16,43.11123895844062,16,8,0
1580,45,7,9.0,16.0,truck,70,37.688661743511915,31.0,19,0
1580,45,8,13.0,17.0,suv,54,58.92552159281572,34.0,19,0
1580,45,9,7.0,16.0,sedan,24,36.09240752886201,15.0,19,0
1580,45,10,5.0,16.0,sedan,24,71.88800642263304,24,19,0
1580,45,11,8.0,17.0,suv,54,31.511287639615052,18.0,19,0
1580,45,12,6.0,16.0,small,16,29.700355482039484,11.0,8,0
1580,45,13,9.0,17.0,truck,70,18.816895961495597,15.0,19,0
1580,45,14,5.0,17.0,small,16,34.59214631492533,13.0,19,0
1580,45,15,5.0,17.0,suv,54,39.24789983112684,23.0,19,0
1580,45,16,3.0,16.0,sedan,24,52.790270335152755,23.0,19,0
1580,45,17,7.0,16.0,small,16,49.16612195317551,16,8,0
1580,45,18,10.0,16.0,sedan,24,14.73919763040061,6.0,8,0
1580,45,19,11.0,16.0,truck,70,40.83665057956213,33.0,19,0
1580,45,20,9.0,16.0,sedan,24,33.906249025844375,15.0,19,0
1580,45,21,5.0,16.0,sedan,24,24.74650184362708,11.0,19,0
1580,45,22,10.0,16.0,small,16,66.19215804831968,16,8,0
1580,45,23,14.0,16.0,small,16,51.940204083440975,16,8,0
1580,45,24,10.0,16.0,small,16,31.585605443481338,12.0,8,0
1580,45,25,4.0,17.0,suv,54,53.23550731527174,31.0,19,0
1580,45,26,9.0,16.0,truck,70,34.600493498514865,28.0,19,0
1580,45,27,12.0,16.0,small,16,53.177154963909295,16,8,0
1580,45,28,11.0,16.0,suv,54,69.92491334033893,40.0,19,0
1580,45,29,8.0,17.0,small,16,49.250443332315605,16,8,0
1580,45,30,10.0,16.0,sedan,24,49.01641378037772,21.0,19,0
1580,45,31,9.0,16.0,suv,54,60.992437647578214,35.0,19,0
1580,45,32,9.0,16.0,suv,54,57.6511085077521,33.0,19,0
1580,45,33,11.0,16.0,small,16,42.739049160835606,16,8,0
1580,45,34,10.0,17.0,small,16,51.42435768079357,16,8,0
1580,45,35,4.0,17.0,small,16,49.30058999387073,16,8,0
1580,45,36,8.0,16.0,suv,54,42.930192571979305,25.0,19,0
1580,45,37,7.0,16.0,suv,54,64.52212271759996,37.0,19,0
1580,45,38,7.0,16.0,small,16,30.73129671649913,12.0,19,0
1580,45,39,12.0,18.0,sedan,24,31.663095792425757,14.0,19,0
1580,45,40,4.0,18.0,small,16,30.9805166883395,12.0,8,0
1580,45,41,9.0,16.0,truck,70,47.30020046942688,39.0,19,0
1580,45,42,8.0,16.0,truck,70,36.64304490873724,30.0,19,0
1580,45,43,8.0,17.0,sedan,24,28.009992402556815,12.0,19,0
1580,45,44,9.0,16.0,truck,70,49.78784268990468,41.0,19,0
1580,45,45,8.0,16.0,suv,54,52.2566904320093,30.0,19,0
1581,45,1,9.0,17.0,suv,54,52.37048259590224,30.0,19,0
1581,45,2,3.0,16.0,sedan,24,34.8114028422847,15.0,4,0
1581,45,3,7.0,16.0,suv,54,6.681920609738398,4.0,4,0
1581,45,4,9.0,16.0,truck,70,39.87057190330429,33.0,19,0
1581,45,5,9.0,16.0,truck,70,40.90654859700291,33.0,19,0
1581,45,6,13.0,16.0,suv,54,51.21175606708266,29.0,19,0
1581,45,7,10.0,17.0,suv,54,15.418506440047029,9.0,19,0
1581,45,8,10.0,17.0,truck,70,41.721522121837296,34.0,19,0
1581,45,9,8.0,16.0,suv,54,40.403621985404136,23.0,19,0
1581,45,10,10.0,17.0,small,16,22.83645730671491,9.0,4,0
1581,45,11,11.0,16.0,small,16,45.839291152671336,16,8,0
1581,45,12,8.0,18.0,small,16,32.71452376704696,12.0,19,0
1581,45,13,9.0,17.0,suv,54,62.36049364426293,36.0,19,0
1581,45,14,7.0,17.0,sedan,24,45.507687873312385,20.0,19,0
1581,45,15,7.0,17.0,suv,54,22.25819520068821,13.0,19,0
1581,45,16,13.0,18.0,sedan,24,12.005526379051819,5.0,19,0
1581,45,17,9.0,16.0,sedan,24,31.507509467787724,14.0,19,0
1581,45,18,8.0,18.0,suv,54,33.51631637947591,19.0,19,0
1581,45,19,9.0,16.0,truck,70,33.864644985318115,28.0,19,0
1581,45,20,6.0,16.0,small,16,30.604124787294868,12.0,4,0
1581,45,21,9.0,17.0,small,16,55.27126815486954,16,8,0
1581,45,22,10.0,16.0,small,16,29.3169027367669,11.0,4,0
1581,45,23,8.0,18.0,sedan,24,57.13780942456914,24,19,0
1581,45,24,6.0,17.0,suv,54,41.997826267445106,24.0,19,0
1581,45,25,10.0,17.0,small,16,42.045788127335,16.0,8,0
1581,45,26,8.0,16.0,small,16,54.91208396450107,16,8,0
1581,45,27,6.0,16.0,suv,54,40.459073258655096,23.0,19,0
1581,45,28,8.0,16.0,truck,70,38.619099956583504,32.0,19,0
1581,45,29,8.0,16.0,truck,70,15.546339816873648,13.0,19,0
1581,45,30,9.0,16.0,truck,70,35.91889813743062,29.0,19,0
1581,45,31,7.0,16.0,sedan,24,59.8062993364095,24,19,0
1581,45,32,8.0,16.0,small,16,73.20570903223367,16,8,0
1581,45,33,14.0,17.0,suv,54,36.82684338339547,21.0,19,0
1581,45,34,11.0,16.0,small,16,26.74229503357678,10.0,8,0
1581,45,35,8.0,17.0,sedan,24,62.542527066584526,24,8,0
1581,45,36,8.0,16.0,truck,70,50.90288782425067,42.0,19,0
1581,45,37,7.0,16.0,sedan,24,54.3700328792155,23.0,19,0
1581,45,38,8.0,17.0,sedan,24,49.20479450998295,21.0,19,0
1581,45,39,10.0,17.0,sedan,24,55.61480903830435,24.0,19,0
1581,45,40,12.0,17.0,truck,70,39.55871749999448,32.0,19,0
1581,45,41,7.0,16.0,truck,70,62.845956828123356,51.0,19,0
1581,45,42,8.0,16.0,small,16,41.14981222480761,16.0,8,0
1581,45,43,9.0,16.0,suv,54,15.891313091631059,9.0,19,0
1581,45,44,9.0,16.0,truck,70,21.246726045299702,17.0,19,0
1581,45,45,7.0,16.0,small,16,41.167660547586756,16.0,8,0
1582,45,1,4.0,17.0,truck,70,39.08537907059339,32.0,19,0
1582,45,2,9.0,16.0,truck,70,36.395936708430085,30.0,19,0
1582,45,3,6.0,17.0,sedan,24,42.25816587099622,18.0,19,0
1582,45,4,12.0,16.0,sedan,24,61.89462001399866,24,19,0
1582,45,5,12.0,17.0,suv,54,41.82358675388758,24.0,19,0
1582,45,6,10.0,17.0,suv,54,56.29561033673356,32.0,19,0
1582,45,7,9.0,16.0,truck,70,45.62058544576468,37.0,19,0
1582,45,8,12.0,16.0,suv,54,55.363464996916136,32.0,19,0
1582,45,9,9.0,18.0,small,16,30.8059053057528,12.0,8,0
1582,45,10,5.0,17.0,truck,70,17.242869745212108,14.0,19,0
1582,45,11,11.0,17.0,small,16,38.71161296427388,15.0,8,0
1582,45,12,7.0,17.0,suv,54,28.120227754566354,16.0,19,0
1582,45,13,11.0,17.0,truck,70,41.70743038728661,34.0,19,0
1582,45,14,7.0,16.0,small,16,40.171484154697986,15.0,8,0
1582,45,15,12.0,16.0,suv,54,37.66652474994839,22.0,19,0
1582,45,16,10.0,16.0,truck,70,49.259741639295044,40.0,8,0
1582,45,17,8.0,17.0,truck,70,39.39423899774811,32.0,19,0
1582,45,18,9.0,16.0,small,16,37.966083224624924,14.0,8,0
1582,45,19,7.0,16.0,sedan,24,41.900019635090146,18.0,19,0
1582,45,20,11.0,16.0,truck,70,30.838850115054207,25.0,19,0
1582,45,21,6.0,18.0,sedan,24,55.01759909312825,24.0,19,0
1582,45,22,9.0,16.0,sedan,24,12.876927532320241,6.0,8,0
1582,45,23,6.0,16.0,suv,54,40.48748441348769,23.0,19,0
1582,45,24,7.0,16.0,small,16,42.88944892399865,16,8,0
1582,45,25,13.0,16.0,sedan,24,45.779287363032,20.0,19,0
1582,45,26,10.0,17.0,sedan,24,31.282649991550212,13.0,19,0
1582,45,27,7.0,16.0,sedan,24,33.27858386194621,14.0,19,0
1582,45,28,7.0,16.0,sedan,24,42.313490791363535,18.0,19,0
1582,45,29,11.0,16.0,sedan,24,30.99085364007887,13.0,19,0
