,Minute_of_day,reference,February,Active_Occupancy,Bulbs1_12.0W,Bulbs2_9.0W,Bulbs3_50.0W,Bulbs4_100.0W,Bulbs5_60.0W,Bulbs6_12.0W,Bulbs7_9.0W,Bulbs8_75.0W,Bulbs9_35.0W,Bulbs10_100.0W,Bulbs11_35.0W,Bulbs12_60.0W,Bulbs13_28.0W,Bulbs14_35.0W,Bulbs15_100.0W,Bulbs16_60.0W,Bulbs17_60.0W,Total_lighting,CHEST_FREEZER,FRIDGE,ANSWER_MACHINE,CLOCK,HIFI,VACUUM,TV1,TV2,VCR_DVD,HOB,OVEN,KETTLE,SMALL_COOKING,DISH_WASHER,TUMBLE_DRYER,WASHING_MACHINE,WASHER_DRYER,DESWH,E_INST,STORAGE_HEATER,ELEC_SPACE_HEATING
703,704,11:43:00,166,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
704,705,11:44:00,166,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
705,706,11:45:00,165,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
706,707,11:46:00,162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
707,708,11:47:00,160,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
708,709,11:48:00,158,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
709,710,11:49:00,158,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
710,711,11:50:00,157,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
711,712,11:51:00,156,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
712,713,11:52:00,153,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
713,714,11:53:00,151,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
714,715,11:54:00,148,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
715,716,11:55:00,145,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,1655.4787175267252
716,717,11:56:00,143,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,2060.6191158538263,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
717,718,11:57:00,142,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,2060.6191158538263,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
718,719,11:58:00,142,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,2060.6191158538263,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
719,720,11:59:00,142,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
720,721,12:00:00,143,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
721,722,12:01:00,144,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
722,723,12:02:00,146,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
723,724,12:03:00,148,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.38755348648795,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
724,725,12:04:00,152,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
725,726,12:05:00,160,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,2.0,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
726,727,12:06:00,162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
727,728,12:07:00,163,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
728,729,12:08:00,165,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
729,730,12:09:00,162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
730,731,12:10:00,180,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,3007.5970153053404,0.0,1655.4787175267252
731,732,12:11:00,194,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,3007.5970153053404,0.0,1655.4787175267252
732,733,12:12:00,218,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,3007.5970153053404,0.0,1655.4787175267252
733,734,12:13:00,239,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,3007.5970153053404,0.0,1655.4787175267252
734,735,12:14:00,258,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,3007.5970153053404,0.0,1655.4787175267252
735,736,12:15:00,275,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
736,737,12:16:00,291,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
737,738,12:17:00,304,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
738,739,12:18:00,317,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,2715.8796681904037,0.0,0.0,1655.4787175267252
739,740,12:19:00,328,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
740,741,12:20:00,337,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
741,742,12:21:00,346,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
742,743,12:22:00,354,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
743,744,12:23:00,361,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,1655.4787175267252
744,745,12:24:00,368,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
745,746,12:25:00,373,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
746,747,12:26:00,378,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
747,748,12:27:00,383,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
748,749,12:28:00,387,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
749,750,12:29:00,391,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
750,751,12:30:00,393,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
751,752,12:31:00,396,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
752,753,12:32:00,398,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
753,754,12:33:00,400,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
754,755,12:34:00,402,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
755,756,12:35:00,404,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
756,757,12:36:00,406,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
757,758,12:37:00,408,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
758,759,12:38:00,411,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
759,760,12:39:00,416,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
760,761,12:40:00,421,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
761,762,12:41:00,408,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
762,763,12:42:00,387,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
763,764,12:43:00,360,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
764,765,12:44:00,367,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
765,766,12:45:00,371,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
766,767,12:46:00,379,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
767,768,12:47:00,386,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
768,769,12:48:00,392,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
769,770,12:49:00,397,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
770,771,12:50:00,401,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
771,772,12:51:00,405,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
772,773,12:52:00,410,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
773,774,12:53:00,414,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
774,775,12:54:00,418,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
775,776,12:55:00,422,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
776,777,12:56:00,428,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
777,778,12:57:00,408,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
778,779,12:58:00,410,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,0.0
779,780,12:59:00,395,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,136.44344876049126,28.77326714089976,1.0,3,1.0,2,0.0,1,1,1,0.0,3007.5970153053404,0.0,0.0
780,781,13:00:00,406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
781,782,13:01:00,415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
782,783,13:02:00,423,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
783,784,13:03:00,430,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
784,785,13:04:00,407,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
785,786,13:05:00,401,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
786,787,13:06:00,377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,0.0,0.0
