senario,EV,Arrival,Depart,Type,BatteryCapacity,Distance,Demand,alloc_charger,delay
1259,24,9.0,19.0,small,16,36.0,14.0,11,0
1259,25,8.0,16.0,small,16,34.0,13.0,11,0
1259,26,8.0,16.0,small,16,31.0,12.0,11,0
1259,27,9.0,16.0,suv,54,23.0,13.0,20,0
1259,28,8.0,21.0,truck,70,59.0,48.0,11,0
1259,29,8.0,21.0,small,16,62.0,16,11,0
1259,30,10.0,18.0,sedan,24,-1.0,-0.0,11,0
1259,31,10.0,18.0,suv,54,38.0,22.0,11,0
1259,32,7.0,19.0,truck,70,48.0,39.0,20,0
1259,33,6.0,16.0,sedan,24,36.0,15.0,11,0
1259,34,9.0,21.0,truck,70,55.0,45.0,11,0
1259,35,9.0,15.0,suv,54,41.0,24.0,11,0
1259,36,8.0,22.0,truck,70,48.0,39.0,20,0
1259,37,9.0,21.0,sedan,24,42.0,18.0,20,0
1259,38,9.0,18.0,truck,70,43.0,35.0,20,0
1259,39,8.0,18.0,suv,54,24.0,14.0,20,0
1259,40,9.0,17.0,sedan,24,28.0,12.0,20,0
1260,1,7.0,19.0,small,16,2.0,1.0,11,0
1260,2,11.0,20.0,small,16,35.0,13.0,11,0
1260,3,9.0,20.0,truck,70,32.0,26.0,11,0
1260,4,8.0,19.0,suv,54,39.0,22.0,11,0
1260,5,8.0,16.0,small,16,35.0,13.0,11,0
1260,6,7.0,17.0,small,16,33.0,13.0,11,0
1260,7,8.0,19.0,sedan,24,41.0,18.0,20,0
1260,8,7.0,20.0,suv,54,26.0,15.0,20,0
1260,9,8.0,16.0,truck,70,56.0,46.0,11,0
1260,10,8.0,19.0,suv,54,52.0,30.0,20,0
1260,11,7.0,19.0,truck,70,51.0,42.0,11,0
1260,12,9.0,18.0,suv,54,32.0,18.0,11,0
1260,13,6.0,21.0,truck,70,13.0,11.0,11,0
1260,14,9.0,20.0,small,16,50.0,16,11,0
1260,15,6.0,20.0,truck,70,73.0,60.0,20,0
1260,16,6.0,19.0,suv,54,50.0,29.0,11,0
1260,17,7.0,19.0,truck,70,26.0,21.0,11,0
1260,18,9.0,17.0,sedan,24,19.0,8.0,11,0
1260,19,10.0,16.0,small,16,39.0,15.0,11,0
1260,20,6.0,17.0,sedan,24,49.0,21.0,11,0
1260,21,8.0,21.0,small,16,48.0,16,11,0
1260,22,9.0,18.0,truck,70,20.0,16.0,20,0
1260,23,11.0,20.0,suv,54,46.0,26.0,11,0
1260,24,6.0,17.0,sedan,24,34.0,15.0,11,0
1260,25,9.0,20.0,suv,54,65.0,37.0,20,0
1260,26,9.0,21.0,truck,70,39.0,32.0,20,0
1260,27,10.0,19.0,suv,54,43.0,25.0,20,0
1260,28,9.0,21.0,small,16,27.0,10.0,11,0
1260,29,8.0,15.0,small,16,32.0,12.0,11,0
1260,30,9.0,20.0,small,16,31.0,12.0,11,0
1260,31,7.0,18.0,truck,70,22.0,18.0,20,0
1260,32,8.0,17.0,sedan,24,65.0,24,11,0
1260,33,6.0,17.0,suv,54,49.0,28.0,11,0
1260,34,8.0,18.0,truck,70,30.0,25.0,11,0
1260,35,10.0,20.0,suv,54,29.0,17.0,20,0
1260,36,10.0,18.0,truck,70,22.0,18.0,20,0
1260,37,8.0,22.0,suv,54,11.0,6.0,11,0
1260,38,10.0,21.0,truck,70,37.0,30.0,11,0
1260,39,7.0,16.0,small,16,41.0,16.0,11,0
1260,40,8.0,20.0,suv,54,25.0,14.0,20,0
1261,1,6.0,20.0,sedan,24,48.0,21.0,11,0
1261,2,6.0,19.0,truck,70,25.0,20.0,20,0
1261,3,10.0,17.0,sedan,24,61.0,24,11,0
1261,4,7.0,19.0,small,16,22.0,8.0,11,0
1261,5,10.0,18.0,truck,70,41.0,34.0,20,0
1261,6,9.0,21.0,suv,54,40.0,23.0,11,0
1261,7,9.0,21.0,suv,54,50.0,29.0,11,0
1261,8,11.0,18.0,sedan,24,27.0,12.0,20,0
1261,9,7.0,21.0,truck,70,21.0,17.0,20,0
1261,10,6.0,20.0,truck,70,38.0,31.0,11,0
1261,11,7.0,19.0,suv,54,36.0,21.0,11,0
1261,12,11.0,22.0,sedan,24,45.0,19.0,11,0
1261,13,11.0,22.0,suv,54,30.0,17.0,20,0
1261,14,9.0,19.0,suv,54,52.0,30.0,11,0
1261,15,8.0,20.0,suv,54,52.0,30.0,11,0
1261,16,6.0,19.0,sedan,24,52.0,22.0,11,0
1261,17,11.0,21.0,truck,70,39.0,32.0,11,0
1261,18,9.0,22.0,truck,70,20.0,16.0,11,0
1261,19,7.0,17.0,suv,54,32.0,18.0,11,0
1261,20,8.0,21.0,suv,54,35.0,20.0,11,0
1261,21,9.0,16.0,suv,54,40.0,23.0,11,0
1261,22,6.0,17.0,small,16,32.0,12.0,11,0
1261,23,10.0,22.0,suv,54,37.0,21.0,11,0
1261,24,7.0,17.0,suv,54,23.0,13.0,20,0
1261,25,11.0,20.0,suv,54,47.0,27.0,11,0
1261,26,8.0,22.0,sedan,24,41.0,18.0,11,0
1261,27,11.0,18.0,sedan,24,48.0,21.0,11,0
1261,28,9.0,20.0,truck,70,32.0,26.0,11,0
1261,29,9.0,19.0,truck,70,24.0,20.0,20,0
1261,30,9.0,21.0,truck,70,41.0,34.0,20,0
1261,31,10.0,21.0,suv,54,33.0,19.0,20,0
1261,32,6.0,19.0,sedan,24,63.0,24,20,0
1261,33,10.0,20.0,suv,54,22.0,13.0,20,0
1261,34,7.0,19.0,small,16,41.0,16.0,11,0
1261,35,9.0,19.0,truck,70,23.0,19.0,20,0
1261,36,7.0,18.0,sedan,24,22.0,9.0,11,0
1261,37,10.0,16.0,truck,70,17.0,14.0,20,0
1261,38,11.0,19.0,suv,54,32.0,18.0,11,0
1261,39,9.0,19.0,sedan,24,29.0,12.0,20,0
1261,40,11.0,18.0,truck,70,18.0,15.0,20,0
1262,1,8.0,19.0,suv,54,65.0,37.0,20,0
1262,2,9.0,19.0,suv,54,55.0,32.0,11,0
1262,3,9.0,19.0,small,16,42.0,16.0,11,0
1262,4,8.0,17.0,small,16,44.0,16,11,0
1262,5,8.0,16.0,truck,70,30.0,25.0,11,0
1262,6,8.0,17.0,sedan,24,36.0,15.0,20,0
1262,7,8.0,22.0,suv,54,11.0,6.0,11,0
1262,8,7.0,22.0,suv,54,36.0,21.0,11,0
1262,9,9.0,20.0,sedan,24,11.0,5.0,11,0
1262,10,8.0,20.0,small,16,50.0,16,11,0
1262,11,10.0,16.0,sedan,24,39.0,17.0,20,0
1262,12,9.0,21.0,truck,70,28.0,23.0,20,0
1262,13,9.0,19.0,small,16,39.0,15.0,11,0
1262,14,7.0,16.0,sedan,24,57.0,24,11,0
1262,15,6.0,21.0,truck,70,29.0,24.0,20,0
1262,16,7.0,19.0,small,16,43.0,16,11,0
1262,17,6.0,20.0,suv,54,31.0,18.0,20,0
1262,18,9.0,17.0,truck,70,41.0,34.0,20,0
1262,19,7.0,22.0,sedan,24,40.0,17.0,20,0
1262,20,8.0,17.0,truck,70,66.0,54.0,20,0
1262,21,9.0,17.0,small,16,34.0,13.0,11,0
1262,22,6.0,16.0,small,16,57.0,16,11,0
1262,23,6.0,19.0,sedan,24,21.0,9.0,11,0
1262,24,8.0,19.0,sedan,24,41.0,18.0,20,0
1262,25,7.0,18.0,sedan,24,17.0,7.0,11,0
1262,26,8.0,21.0,truck,70,-6.0,-5.0,11,0
1262,27,10.0,18.0,sedan,24,34.0,15.0,20,0
1262,28,7.0,21.0,truck,70,32.0,26.0,20,0
1262,29,9.0,15.0,sedan,24,24.0,10.0,20,0
1262,30,7.0,21.0,small,16,26.0,10.0,11,0
1262,31,7.0,17.0,truck,70,64.0,52.0,20,0
1262,32,7.0,18.0,sedan,24,28.0,12.0,20,0
1262,33,10.0,17.0,sedan,24,47.0,20.0,11,0
1262,34,9.0,20.0,suv,54,56.0,32.0,20,0
1262,35,8.0,16.0,truck,70,59.0,48.0,11,0
1262,36,6.0,16.0,small,16,27.0,10.0,11,0
1262,37,8.0,17.0,truck,70,19.0,16.0,20,0
1262,38,8.0,15.0,small,16,62.0,16,11,0
1262,39,8.0,22.0,sedan,24,37.0,16.0,20,0
1262,40,8.0,15.0,suv,54,33.0,19.0,20,0
1263,1,11.0,21.0,suv,54,39.0,22.0,11,0
1263,2,11.0,21.0,suv,54,40.0,23.0,11,0
1263,3,6.0,22.0,suv,54,31.0,18.0,20,0
1263,4,8.0,16.0,small,16,41.0,16.0,11,0
1263,5,8.0,19.0,truck,70,33.0,27.0,11,0
1263,6,6.0,20.0,sedan,24,9.0,4.0,11,0
1263,7,10.0,20.0,sedan,24,40.0,17.0,20,0
1263,8,9.0,17.0,truck,70,36.0,29.0,11,0
1263,9,9.0,15.0,suv,54,32.0,18.0,20,0
1263,10,8.0,19.0,truck,70,35.0,29.0,20,0
1263,11,9.0,19.0,small,16,36.0,14.0,11,0
1263,12,10.0,19.0,truck,70,46.0,38.0,20,0
1263,13,10.0,21.0,truck,70,33.0,27.0,11,0
1263,14,11.0,19.0,truck,70,41.0,34.0,20,0
1263,15,9.0,18.0,small,16,42.0,16.0,11,0
1263,16,10.0,19.0,sedan,24,37.0,16.0,20,0
1263,17,10.0,19.0,small,16,24.0,9.0,11,0
1263,18,8.0,18.0,sedan,24,38.0,16.0,20,0
1263,19,8.0,18.0,sedan,24,41.0,18.0,20,0
1263,20,10.0,15.0,small,16,37.0,14.0,11,0
1263,21,8.0,20.0,truck,70,22.0,18.0,20,0
1263,22,9.0,18.0,small,16,42.0,16.0,11,0
1263,23,10.0,17.0,sedan,24,39.0,17.0,20,0
1263,24,9.0,20.0,suv,54,59.0,34.0,20,0
1263,25,8.0,21.0,truck,70,23.0,19.0,20,0
1263,26,9.0,21.0,sedan,24,44.0,19.0,20,0
1263,27,7.0,17.0,small,16,55.0,16,11,0
1263,28,10.0,19.0,suv,54,40.0,23.0,11,0
1263,29,11.0,20.0,small,16,25.0,9.0,11,0
1263,30,8.0,19.0,truck,70,41.0,34.0,20,0
1263,31,9.0,15.0,sedan,24,55.0,24.0,11,0
1263,32,9.0,16.0,sedan,24,26.0,11.0,11,0
1263,33,9.0,16.0,truck,70,33.0,27.0,20,0
1263,34,8.0,19.0,small,16,58.0,16,11,0
1263,35,10.0,20.0,suv,54,53.0,30.0,11,0
1263,36,8.0,20.0,small,16,48.0,16,11,0
1263,37,9.0,17.0,truck,70,55.0,45.0,20,0
1263,38,7.0,16.0,suv,54,29.0,17.0,20,0
1263,39,9.0,19.0,truck,70,8.0,7.0,11,0
1263,40,11.0,16.0,small,16,38.0,14.0,11,0
1264,1,7.0,15.0,small,16,72.0,16,11,0
1264,2,6.0,18.0,suv,54,28.0,16.0,11,0
1264,3,8.0,15.0,suv,54,32.0,18.0,11,0
1264,4,10.0,17.0,sedan,24,63.0,24,11,0
1264,5,8.0,15.0,suv,54,24.0,14.0,20,0
1264,6,8.0,17.0,suv,54,34.0,20.0,20,0
1264,7,6.0,21.0,suv,54,48.0,28.0,20,0
1264,8,8.0,21.0,small,16,47.0,16,11,0
1264,9,11.0,21.0,sedan,24,49.0,21.0,11,0
1264,10,10.0,19.0,suv,54,46.0,26.0,11,0
1264,11,10.0,19.0,suv,54,60.0,34.0,20,0
1264,12,7.0,18.0,suv,54,55.0,32.0,11,0
1264,13,10.0,16.0,truck,70,49.0,40.0,11,0
1264,14,10.0,18.0,truck,70,30.0,25.0,11,0
1264,15,7.0,20.0,sedan,24,29.0,12.0,11,0
1264,16,9.0,15.0,sedan,24,11.0,5.0,11,0
1264,17,6.0,15.0,truck,70,50.0,41.0,11,0
1264,18,7.0,20.0,truck,70,13.0,11.0,11,0
1264,19,8.0,17.0,small,16,53.0,16,20,0
1264,20,7.0,20.0,sedan,24,68.0,24,11,0
1264,21,10.0,20.0,truck,70,24.0,20.0,20,0
1264,22,10.0,22.0,small,16,30.0,11.0,11,0
1264,23,8.0,18.0,sedan,24,33.0,14.0,20,0
1264,24,8.0,18.0,truck,70,52.0,43.0,11,0
1264,25,7.0,21.0,sedan,24,27.0,12.0,11,0
1264,26,6.0,20.0,suv,54,38.0,22.0,11,0
1264,27,10.0,20.0,small,16,32.0,12.0,20,0
1264,28,9.0,21.0,sedan,24,36.0,15.0,11,0
1264,29,6.0,19.0,sedan,24,59.0,24,20,0
1264,30,8.0,22.0,sedan,24,26.0,11.0,11,0
1264,31,8.0,17.0,small,16,41.0,16.0,11,0
1264,32,10.0,20.0,sedan,24,44.0,19.0,11,0
1264,33,10.0,22.0,sedan,24,53.0,23.0,20,0
1264,34,9.0,17.0,suv,54,21.0,12.0,11,0
1264,35,9.0,19.0,small,16,57.0,16,11,0
1264,36,11.0,18.0,truck,70,47.0,38.0,20,0
1264,37,11.0,18.0,sedan,24,53.0,23.0,11,0
1264,38,8.0,16.0,small,16,41.0,16.0,11,0
1264,39,7.0,15.0,small,16,15.0,6.0,20,0
1264,40,10.0,20.0,truck,70,30.0,25.0,11,0
1265,1,9.0,21.0,truck,70,50.0,41.0,11,0
1265,2,8.0,17.0,small,16,46.0,16,11,0
1265,3,8.0,19.0,suv,54,47.0,27.0,11,0
1265,4,8.0,15.0,truck,70,44.0,36.0,20,0
1265,5,9.0,21.0,sedan,24,26.0,11.0,11,0
1265,6,9.0,20.0,sedan,24,52.0,22.0,11,0
1265,7,8.0,16.0,suv,54,52.0,30.0,11,0
1265,8,6.0,19.0,suv,54,7.0,4.0,11,0
1265,9,9.0,22.0,small,16,44.0,16,11,0
1265,10,6.0,17.0,sedan,24,48.0,21.0,11,0
1265,11,6.0,21.0,truck,70,23.0,19.0,20,0
1265,12,10.0,17.0,small,16,22.0,8.0,11,0
1265,13,10.0,15.0,suv,54,24.0,14.0,20,0
1265,14,10.0,18.0,truck,70,35.0,29.0,11,0
1265,15,9.0,19.0,suv,54,62.0,36.0,20,0
1265,16,6.0,21.0,truck,70,59.0,48.0,20,0
1265,17,9.0,19.0,truck,70,35.0,29.0,11,0
1265,18,7.0,15.0,small,16,48.0,16,11,0
1265,19,9.0,17.0,small,16,65.0,16,11,0
1265,20,7.0,19.0,sedan,24,45.0,19.0,20,0
1265,21,7.0,17.0,truck,70,56.0,46.0,20,0
1265,22,11.0,19.0,small,16,48.0,16,11,0
1265,23,8.0,19.0,truck,70,34.0,28.0,11,0
1265,24,9.0,22.0,truck,70,31.0,25.0,11,0
1265,25,7.0,19.0,sedan,24,22.0,9.0,11,0
1265,26,9.0,19.0,small,16,26.0,10.0,11,0
1265,27,11.0,18.0,suv,54,75.0,43.0,11,0
1265,28,9.0,20.0,suv,54,27.0,15.0,20,0
1265,29,11.0,20.0,small,16,15.0,6.0,11,0
1265,30,6.0,17.0,truck,70,25.0,20.0,11,0
1265,31,11.0,19.0,truck,70,42.0,34.0,20,0
1265,32,6.0,22.0,sedan,24,45.0,19.0,20,0
1265,33,10.0,15.0,suv,54,33.0,19.0,20,0
1265,34,10.0,18.0,sedan,24,62.0,24,11,0
1265,35,7.0,21.0,sedan,24,50.0,21.0,11,0
1265,36,8.0,22.0,suv,54,62.0,36.0,20,0
1265,37,8.0,19.0,suv,54,38.0,22.0,11,0
1265,38,7.0,21.0,sedan,24,15.0,6.0,11,0
1265,39,6.0,16.0,truck,70,52.0,43.0,11,0
1265,40,9.0,20.0,small,16,50.0,16,11,0
1266,1,11.0,21.0,suv,54,35.0,20.0,11,0
1266,2,10.0,21.0,truck,70,43.0,35.0,20,0
1266,3,9.0,21.0,suv,54,20.0,11.0,11,0
1266,4,9.0,16.0,suv,54,21.0,12.0,20,0
1266,5,9.0,21.0,truck,70,18.0,15.0,11,0
1266,6,10.0,19.0,truck,70,41.0,34.0,20,0
1266,7,7.0,15.0,sedan,24,54.0,23.0,11,0
1266,8,9.0,16.0,suv,54,25.0,14.0,20,0
1266,9,10.0,18.0,truck,70,39.0,32.0,20,0
1266,10,9.0,19.0,suv,54,55.0,32.0,11,0
1266,11,9.0,18.0,truck,70,65.0,53.0,20,0
1266,12,6.0,20.0,sedan,24,24.0,10.0,11,0
1266,13,8.0,17.0,small,16,28.0,11.0,11,0
1266,14,8.0,19.0,truck,70,28.0,23.0,11,0
1266,15,6.0,20.0,sedan,24,30.0,13.0,11,0
1266,16,8.0,19.0,small,16,6.0,2.0,20,0
1266,17,11.0,20.0,truck,70,36.0,29.0,11,0
1266,18,8.0,15.0,truck,70,55.0,45.0,20,0
1266,19,8.0,17.0,small,16,35.0,13.0,11,0
1266,20,10.0,19.0,small,16,42.0,16.0,11,0
1266,21,8.0,19.0,sedan,24,55.0,24.0,11,0
1266,22,7.0,17.0,suv,54,61.0,35.0,20,0
1266,23,6.0,15.0,suv,54,33.0,19.0,11,0
1266,24,6.0,16.0,sedan,24,33.0,14.0,11,0
1266,25,9.0,17.0,small,16,47.0,16,11,0
1266,26,10.0,20.0,truck,70,33.0,27.0,11,0
1266,27,8.0,16.0,truck,70,35.0,29.0,11,0
1266,28,6.0,19.0,truck,70,38.0,31.0,20,0
1266,29,8.0,20.0,sedan,24,34.0,15.0,20,0
1266,30,10.0,15.0,truck,70,31.0,25.0,11,0
1266,31,10.0,15.0,suv,54,47.0,27.0,11,0
1266,32,9.0,21.0,truck,70,55.0,45.0,20,0
1266,33,6.0,16.0,truck,70,49.0,40.0,20,0
1266,34,8.0,18.0,small,16,38.0,14.0,11,0
1266,35,7.0,17.0,suv,54,44.0,25.0,11,0
1266,36,8.0,18.0,sedan,24,40.0,17.0,20,0
1266,37,8.0,21.0,sedan,24,39.0,17.0,20,0
1266,38,8.0,18.0,suv,54,36.0,21.0,11,0
1266,39,9.0,19.0,truck,70,19.0,16.0,20,0
1266,40,10.0,15.0,truck,70,35.0,29.0,20,0
1267,1,10.0,18.0,small,16,26.0,10.0,11,0
1267,2,8.0,19.0,small,16,71.0,16,11,0
1267,3,8.0,16.0,small,16,27.0,10.0,11,0
1267,4,7.0,22.0,suv,54,24.0,14.0,11,0
1267,5,9.0,15.0,sedan,24,54.0,23.0,11,0
1267,6,8.0,18.0,small,16,39.0,15.0,11,0
1267,7,6.0,16.0,suv,54,33.0,19.0,20,0
1267,8,10.0,15.0,suv,54,61.0,35.0,20,0
1267,9,6.0,19.0,sedan,24,38.0,16.0,20,0
1267,10,11.0,17.0,suv,54,32.0,18.0,11,0
1267,11,8.0,22.0,truck,70,16.0,13.0,11,0
1267,12,6.0,16.0,small,16,33.0,13.0,11,0
1267,13,10.0,19.0,small,16,36.0,14.0,11,0
1267,14,6.0,17.0,small,16,56.0,16,11,0
1267,15,6.0,19.0,sedan,24,42.0,18.0,11,0
1267,16,9.0,21.0,small,16,52.0,16,11,0
1267,17,8.0,16.0,truck,70,28.0,23.0,11,0
1267,18,6.0,18.0,suv,54,61.0,35.0,20,0
1267,19,9.0,16.0,suv,54,34.0,20.0,20,0
1267,20,9.0,20.0,truck,70,29.0,24.0,11,0
1267,21,8.0,19.0,sedan,24,53.0,23.0,20,0
1267,22,6.0,15.0,sedan,24,35.0,15.0,11,0
1267,23,9.0,16.0,truck,70,52.0,43.0,11,0
1267,24,7.0,15.0,truck,70,54.0,44.0,11,0
1267,25,10.0,20.0,small,16,26.0,10.0,11,0
1267,26,7.0,19.0,small,16,39.0,15.0,11,0
1267,27,9.0,21.0,sedan,24,43.0,18.0,20,0
1267,28,7.0,19.0,sedan,24,6.0,3.0,11,0
1267,29,11.0,22.0,sedan,24,32.0,14.0,20,0
1267,30,9.0,20.0,truck,70,45.0,37.0,11,0
1267,31,8.0,19.0,small,16,39.0,15.0,11,0
1267,32,7.0,20.0,truck,70,34.0,28.0,11,0
1267,33,11.0,22.0,truck,70,69.0,56.0,20,0
1267,34,10.0,17.0,sedan,24,48.0,21.0,20,0
1267,35,9.0,19.0,truck,70,46.0,38.0,20,0
1267,36,10.0,18.0,suv,54,25.0,14.0,20,0
1267,37,9.0,22.0,sedan,24,42.0,18.0,11,0
1267,38,9.0,21.0,truck,70,41.0,34.0,20,0
1267,39,8.0,21.0,suv,54,42.0,24.0,11,0
1267,40,6.0,15.0,sedan,24,49.0,21.0,11,0
1268,1,9.0,21.0,sedan,24,60.0,24,20,0
1268,2,7.0,17.0,truck,70,7.0,6.0,11,0
1268,3,10.0,18.0,small,16,60.0,16,11,0
1268,4,7.0,20.0,sedan,24,2.0,1.0,11,0
1268,5,7.0,20.0,sedan,24,49.0,21.0,11,0
1268,6,10.0,21.0,suv,54,37.0,21.0,11,0
1268,7,10.0,20.0,sedan,24,28.0,12.0,20,0
1268,8,11.0,18.0,sedan,24,26.0,11.0,11,0
1268,9,8.0,21.0,sedan,24,38.0,16.0,20,0
1268,10,7.0,18.0,sedan,24,45.0,19.0,20,0
1268,11,7.0,19.0,sedan,24,51.0,22.0,11,0
1268,12,10.0,16.0,sedan,24,38.0,16.0,20,0
1268,13,10.0,21.0,small,16,58.0,16,11,0
1268,14,10.0,19.0,suv,54,28.0,16.0,20,0
1268,15,9.0,16.0,small,16,18.0,7.0,11,0
1268,16,9.0,18.0,truck,70,30.0,25.0,20,0
1268,17,10.0,17.0,sedan,24,41.0,18.0,20,0
1268,18,11.0,16.0,sedan,24,36.0,15.0,20,0
1268,19,6.0,18.0,truck,70,50.0,41.0,20,0
1268,20,6.0,16.0,truck,70,70.0,57.0,20,0
1268,21,10.0,21.0,small,16,43.0,16,11,0
1268,22,8.0,21.0,suv,54,37.0,21.0,11,0
1268,23,10.0,19.0,small,16,60.0,16,11,0
1268,24,7.0,18.0,sedan,24,20.0,9.0,11,0
1268,25,7.0,19.0,truck,70,40.0,33.0,20,0
1268,26,6.0,17.0,sedan,24,67.0,24,11,0
1268,27,7.0,19.0,suv,54,13.0,7.0,11,0
1268,28,11.0,21.0,small,16,51.0,16,11,0
1268,29,11.0,17.0,small,16,44.0,16,11,0
1268,30,9.0,21.0,suv,54,33.0,19.0,20,0
1268,31,10.0,16.0,truck,70,26.0,21.0,11,0
1268,32,6.0,19.0,suv,54,45.0,26.0,20,0
1268,33,7.0,20.0,small,16,41.0,16.0,11,0
1268,34,10.0,21.0,sedan,24,47.0,20.0,11,0
1268,35,11.0,16.0,sedan,24,47.0,20.0,11,0
1268,36,8.0,17.0,small,16,16.0,6.0,11,0
1268,37,8.0,15.0,sedan,24,60.0,24,20,0
1268,38,7.0,19.0,suv,54,59.0,34.0,20,0
1268,39,11.0,19.0,small,16,56.0,16,20,0
1268,40,10.0,15.0,truck,70,36.0,29.0,20,0
1269,1,9.0,21.0,truck,70,36.0,29.0,11,0
1269,2,10.0,16.0,sedan,24,37.0,16.0,20,0
1269,3,9.0,18.0,small,16,46.0,16,11,0
1269,4,9.0,20.0,small,16,5.0,2.0,11,0
1269,5,8.0,18.0,suv,54,23.0,13.0,20,0
1269,6,11.0,17.0,truck,70,26.0,21.0,11,0
1269,7,6.0,19.0,truck,70,38.0,31.0,20,0
1269,8,10.0,17.0,sedan,24,46.0,20.0,11,0
1269,9,8.0,22.0,sedan,24,43.0,18.0,20,0
1269,10,10.0,19.0,sedan,24,60.0,24,20,0
1269,11,6.0,22.0,small,16,39.0,15.0,11,0
1269,12,10.0,22.0,truck,70,46.0,38.0,20,0
1269,13,7.0,20.0,truck,70,45.0,37.0,11,0
1269,14,11.0,21.0,small,16,49.0,16,11,0
1269,15,9.0,21.0,suv,54,12.0,7.0,11,0
1269,16,10.0,15.0,small,16,39.0,15.0,11,0
1269,17,9.0,18.0,small,16,56.0,16,11,0
1269,18,10.0,21.0,suv,54,43.0,25.0,20,0
1269,19,9.0,16.0,small,16,30.0,11.0,11,0
1269,20,9.0,19.0,truck,70,52.0,43.0,11,0
1269,21,8.0,19.0,small,16,21.0,8.0,11,0
1269,22,6.0,17.0,truck,70,26.0,21.0,11,0
1269,23,10.0,16.0,truck,70,12.0,10.0,11,0
1269,24,8.0,16.0,suv,54,42.0,24.0,11,0
1269,25,10.0,16.0,truck,70,18.0,15.0,20,0
1269,26,7.0,16.0,suv,54,57.0,33.0,11,0
1269,27,10.0,22.0,small,16,49.0,16,11,0
1269,28,9.0,20.0,sedan,24,19.0,8.0,11,0
1269,29,6.0,16.0,small,16,67.0,16,11,0
1269,30,7.0,15.0,small,16,49.0,16,11,0
1269,31,7.0,16.0,sedan,24,42.0,18.0,20,0
1269,32,10.0,18.0,small,16,31.0,12.0,11,0
1269,33,11.0,21.0,sedan,24,64.0,24,11,0
1269,34,10.0,16.0,truck,70,38.0,31.0,11,0
1269,35,9.0,20.0,small,16,44.0,16,11,0
1269,36,7.0,20.0,truck,70,67.0,55.0,20,0
1269,37,7.0,17.0,suv,54,42.0,24.0,11,0
1269,38,9.0,16.0,sedan,24,51.0,22.0,11,0
1269,39,10.0,17.0,truck,70,64.0,52.0,20,0
1269,40,9.0,17.0,truck,70,53.0,43.0,11,0
1270,1,8.0,17.0,suv,54,56.0,32.0,11,0
1270,2,8.0,19.0,suv,54,10.0,6.0,11,0
1270,3,8.0,22.0,suv,54,42.0,24.0,11,0
1270,4,10.0,21.0,sedan,24,70.0,24,11,0
1270,5,10.0,17.0,suv,54,31.0,18.0,20,0
1270,6,6.0,17.0,small,16,42.0,16.0,11,0
1270,7,8.0,16.0,sedan,24,39.0,17.0,11,0
1270,8,8.0,18.0,sedan,24,18.0,8.0,11,0
1270,9,11.0,22.0,sedan,24,54.0,23.0,11,0
1270,10,9.0,20.0,suv,54,38.0,22.0,11,0
1270,11,7.0,19.0,sedan,24,37.0,16.0,20,0
1270,12,11.0,20.0,truck,70,44.0,36.0,20,0
1270,13,10.0,15.0,truck,70,40.0,33.0,11,0
1270,14,8.0,19.0,truck,70,26.0,21.0,11,0
1270,15,6.0,19.0,truck,70,58.0,47.0,20,0
1270,16,11.0,17.0,truck,70,50.0,41.0,11,0
1270,17,9.0,19.0,small,16,52.0,16,11,0
1270,18,8.0,21.0,suv,54,48.0,28.0,11,0
1270,19,11.0,20.0,small,16,29.0,11.0,11,0
1270,20,9.0,20.0,suv,54,30.0,17.0,20,0
1270,21,9.0,15.0,small,16,14.0,5.0,11,0
1270,22,10.0,18.0,sedan,24,49.0,21.0,11,0
1270,23,8.0,16.0,truck,70,42.0,34.0,20,0
1270,24,9.0,16.0,small,16,4.0,2.0,11,0
1270,25,8.0,21.0,sedan,24,20.0,9.0,11,0
1270,26,8.0,22.0,sedan,24,39.0,17.0,20,0
1270,27,7.0,19.0,sedan,24,38.0,16.0,11,0
1270,28,9.0,21.0,suv,54,13.0,7.0,11,0
1270,29,8.0,17.0,sedan,24,37.0,16.0,20,0
1270,30,9.0,21.0,sedan,24,80.0,24,20,0
1270,31,11.0,22.0,small,16,42.0,16.0,11,0
1270,32,8.0,18.0,sedan,24,63.0,24,11,0
1270,33,9.0,22.0,sedan,24,24.0,10.0,11,0
1270,34,10.0,19.0,suv,54,43.0,25.0,11,0
1270,35,8.0,18.0,truck,70,17.0,14.0,20,0
1270,36,11.0,21.0,small,16,41.0,16.0,11,0
1270,37,9.0,18.0,truck,70,58.0,47.0,20,0
1270,38,9.0,17.0,suv,54,33.0,19.0,20,0
1270,39,10.0,19.0,suv,54,53.0,30.0,11,0
1270,40,10.0,20.0,sedan,24,26.0,11.0,11,0
1271,1,8.0,17.0,small,16,44.0,16,11,0
1271,2,10.0,18.0,truck,70,32.0,26.0,11,0
1271,3,8.0,19.0,truck,70,53.0,43.0,20,0
1271,4,9.0,18.0,suv,54,56.0,32.0,11,0
1271,5,10.0,21.0,truck,70,13.0,11.0,20,0
1271,6,7.0,18.0,suv,54,37.0,21.0,11,0
1271,7,8.0,17.0,small,16,63.0,16,11,0
1271,8,10.0,17.0,sedan,24,63.0,24,11,0
1271,9,9.0,15.0,sedan,24,38.0,16.0,20,0
1271,10,8.0,20.0,sedan,24,40.0,17.0,11,0
1271,11,7.0,21.0,suv,54,46.0,26.0,20,0
